Date,videoId,authorId,Username,Link,Description,Hashtags,musicAuthorName,musicTitle ,musicId,concatenated_stickerText,Code,Field Notes
2023-12-03,7308285187652177154,7133979004021392410,doodskiee,https://www.tiktok.com/@7133979004021392410/video/7308285187652177154,"The vlog involves a group of Asian friends navigating a street while discussing the cultural differences they've encountered living in Spain, such as the custom of eating dinner at 10 pm. The conversation alternates among the friends, each contributing their observations and experiences. This exchange is a trend on TikTok, a serie of memes that highlight the distinct aspects of culture from the foreigner perspective.",#fyp #seville #sevillespain #andalucia #livinginspain #werelivingin #spaingoals #foryoupage #europe #digitalnomad #digitalnomadlife #digitalnomadspain #digitalnomadsph,Doods | Digital Nomad 💻 🌍,original sound - Doods | Digital Nomad 💻 🌍,7184826919282542593,"['WE’RE LIVING IN SPAIN…', 'we take 20,000+ steps \nper day.', 'but we don’t \nunderstand Spanish.', 'we say “si” even when we don’t understand', 'so we sleep at 2pm,\nand wake up at 4pm', 'we eat bread with olive \noil and salt everyday', 'we eat dinner at 10pm', 'we say “madre mia” when \nwe want to curse', 'we eat tapas ✨', 'we say “venga” \nor “vamos”', 'we say “hola!” and \n“que pasa?”', 'we drink beer at 11am'], ['We’re living \nin Spain…'], ['WE’RE LIVING IN SPAIN…', 'we take 20,000+ steps \nper day.', 'but we don’t \nunderstand Spanish.', 'we say “si” even when we don’t understand', 'so we sleep at 2pm,\nand wake up at 4pm', 'we eat bread with olive \noil and salt everyday', 'we eat dinner at 10pm', 'we say “madre mia” when \nwe want to curse', 'we eat tapas ✨', 'we say “venga” \nor “vamos”', 'we say “hola!” and \n“que pasa?”', 'we drink beer at 11am'], ['We’re living \nin Spain…']","HE-SE, HE-CE, TA-DI",Shared Experiences & Bonding: Video depicts social interactions and community. Cultural Experiences: Content showcases local cultural experiences. Discoverability: Content uses hashtags or trends for visibility. 
2023-11-29,7306896903189384481,6667224701464969222,evi_bota,https://www.tiktok.com/@6667224701464969222/video/7306896903189384481,"A female vlogger shares her experience of housesitting in Spain during November, utilizing it as a travel hack, an approach allowed her to explore a new location affordably while providing a service. Vlog showcase an innovative strategy for merging travel aspirations with practical living solutions.",#trustedtales #trustedhousesitters #housesitting #housesitter #utazóblogger #travelblogger #utazás #spanyolország #utazásitippek #travelinspiration #freelancer #digitalnomad #szabaduszo #solotravelwoman,Fresto Music,Me Hace Daño Verte,6800254521244125958,['House sitting - Mojacar'],,
2023-11-29,7307012431207779626,6930792850284905478,_thebellarose,https://www.tiktok.com/@6930792850284905478/video/7307012431207779626,"Female vlogger discusses how convenience is paramount to her, advocating for a lifestyle centered around ease and comfort. She specifically appreciates the local food store connected to her apartment, highlighting it as a prime example of the convenience she values highly in her daily life.",#livingabroad #expatsabroad #blackinbahrain #digitalnomad #conveniencestore,The Luxe Digital Nomad,original sound,7258347532266916613,"['REASON #5678 as to why I love living abroad. \n\n\n\n\n\n\n\n\n\n', 'Digital nomad \nRemote worker\nConvenient store \nExpat abroad\nBahrain life ']","CA-PC, HE-CE",Promotional Content: Video includes sponsored or promotional material. Culinary Experiences: Content focuses on local food and dining experiences. 
2023-11-27,7305983258523651361,7235920318165681178,dominiquetravels,https://www.tiktok.com/@7235920318165681178/video/7305983258523651361,"A woman is moved to tears of joy, expressing a heartfelt belief that achieving any goal is feasible with sufficient determination and mental focus. This moment encapsulates a powerful message of optimism and the potential for personal success through unwavering dedication and belief in one's capabilities.",#Travel #backpacking #DominiqueTravels #DigitalNomad #solotravel,francescacacciolo,untold story,6735291008394725377,"['“you\xa0will\xa0never\xa0find\xa0a\xa0\njob\xa0that\xa0allows\xa0you\xa0\nto\xa0travel\xa0the\xa0world”', 'Don’t\xa0wanna\xa0live\xa0as\xa0an\xa0untold\xa0story\xa0', 'Rather\xa0go\xa0out\xa0in\xa0a\xa0blaze\xa0of\xa0glory', 'I\xa0can’t\xa0hear\xa0you', 'I\xa0DON’T\xa0FEAR\xa0YOU']",,
2023-11-24,7305118843662306591,6911536755604128773,carasvan,https://www.tiktok.com/@6911536755604128773/video/7305118843662306591,"A 46-year-old individual reflects on her travel experiences, expressing a desire to adopt new approaches compared to her younger years. This introspection includes reassessing travel priorities, methods, and destinations, highlighting a shift towards more meaningful, sustainable, or comfortable travel experiences. Through this comparative analysis, she articulates an evolved perspective on travel that accommodates changing interests, values, and physical considerations with age.",##traveling #traveltok #digitalnomad #solotraveling #glt,Emily Watts,La Vie En Rose,7260165815625124635,,"CA-PC, ET-PM",Promotional Content: Video includes sponsored or promotional material. Purpose and Meaning: Video discusses finding purpose in life or work. 
2023-11-22,7304357264880651553,6915560887793550342,portugalimmigration,https://www.tiktok.com/@6915560887793550342/video/7304357264880651553,"A video captures a gathering of Pakistani man engaging in a dialogue regarding the Portugals immigration policies. They discuss the complexities, challenges, and opportunities presented by Portugal's legal framework for immigrants and share experiences from the perspective of the Pakistani community.",#fyp #foryoupage #foryourpages #foryoupage #portugal #for #foryou #foryour #foryourpage #job #jobseeker #jobseekervisa #portugal🇵🇹 #pakistanisinportugal #adeelehsan #adeelehsanportugal #portugalimmigration #portugalimmigration2023 #portuguese #language #goldenvisa #d7visa #apma #sef #viral #trend #toptrending #portugalimmigration #portugalpassport #portugaltravel #portugalvisa #portugalgoldenvisa #goldenvisaportugal #portuguesapotencia #portugese #portugal #ukimmigrationlawyer #ukimmigrationlawyers #portugalmigration #visafreetravel #visafreetravels #portugaltours #ukinnovatorvisa #ukbusinessimmigration #portugalbusiness #d2visa #d7visa #d7visaportugal #switzerland #travel #visafreecountries #portugalvisaupdate #ukspousevisa #portugaltourism #portugaltiktok #aima #mostviewed #1millionaudition #adeelehsan #viral #viralvideo #sis #schengeninformationsystem #aima #studyingabroad #studyinportugal #studyvisa #d7 #d7visa #d8 #d8visa #d2 #d2visa #d3 #d3visa #d4visa #d4 #digitalnomad #digitalnomadvisa #techvisa #visa #desaurpardes #desaurpardesse #capcut,🇵🇰 Adeel Ehsan 🇵🇹,original sound,7256618344751565610,,"HE-SE, TA-RL",Shared Experiences & Bonding: Video depicts social interactions and community. Relatability: Content aims to be relatable or participates in challenges. 
2023-11-20,7303453513995078955,7287458695939146798,nomads566,https://www.tiktok.com/@7287458695939146798/video/7303453513995078955,"Video that showcases the daily life of a local middle east household, including cleaning their house and sharing a meal. A window into the culture and everyday routines of the local community with a glimpse of local customs and family dynamics and the value of communal living. No participation from the vlogger, just observation.",#TravelNomad #WanderlustVibes #ExploreTheWorld #AdventureTime #DigitalNomadLife #TikTokTravel #NomadicAdventures #RoamingFree #TikTokWanderer #Globetrotting #VanLifeVibes #BackpackerLife #TikTokExplorer #NomadCommunity #TravelDiaries #TikTokJourney #WildernessWanderer #LifeOnTheRoad #NomadicCreativity #AdventureAwaits #NomadLife#Wanderlust#DigitalNomad #TravelGoals #VanLife #AdventureLife #ExploreMore #RoamingNomad #LifeOnTheRoad #Globetrotter #TikTokNomad #NomadicSpirit #FreedomLifestyle #Backpacking #WildernessLife #TravelInspiration #RemoteWork #NomadicCommunity #SustainableLiving #TikTokAdventures #NomadLifeAdventures #RoamingFreeVibes #WanderlustNomad #ExploreDreamDiscover #VanLifeMagic #NomadicSoul #OnTheRoadAgain #DigitalNomadLife #TravelingNomad #NomadSpirit #NomadAdventures#WanderingSoul #ExploreTheWorld #VanLifeDreams #RoamWithPurpose #NomadicJourney #TravelTribe #WanderlustVibes #DigitalNomadLife #GlobeTrotter #OnTheRoadLife #AdventureSeeker #NomadSpirit #FreeSpiritLife #DiscoverTheUnknown #OpenRoadLiving #TravelNomadically #NomadAdventureTime #ExploreInspireRepeat #NomadDreaming #VanLifeMagic #JourneyBeyond #NomadSoul #AdventuresAwait #TravelingNomad #NomadLifeDiaries #WanderWithPurpose #VanLifeCommunity #NomadLifeEscape,Nomads,original sound,7142545715356568325,,"HE-SE, HE-CE",Shared Experiences & Bonding: Video depicts social interactions and community. Cultural Experiences: Content showcases local cultural experiences. 
2023-11-20,7303467502187629825,6652706244828823554,johorfoodie,https://www.tiktok.com/@6652706244828823554/video/7303467502187629825,"Food preparation Vlog addressed to the Rantau nomads in Malaysia showcasting the well-known Roti Canai Sarang Burung dish cooked in Johor. The process is filmed carefully and resembles the cooking class, the audience see the whole process of preparation and serving, the restaurant itself and the guest, female in traditional malay hijab, eating the food.",#derantau #digitalnomad #malaysiadigitalnomad,Johor Foodie,original sound - Johor Foodie,7242288149468400410,,"CA-PC, SY-RB, HE-CE, HE-CE",Promotional Content: Video includes sponsored or promotional material. Ritualistic Behaviors: Content depicts cultural rituals or traditions. Culinary Experiences: Content focuses on local food and dining experiences. Cultural Experiences: Content showcases local cultural experiences. 
2023-11-19,7303117367339437320,7129424700539094021,kl.foodie,https://www.tiktok.com/@7129424700539094021/video/7303117367339437320,"Video-log showcasting the preparation of food for a nomad recsiding in Rantau Panjang in Malaysa. An asian man puts big portions of basmati rice and fried chicken to the plate in front of the camera. The dish is called Nasi Lemak Burung Hantu and is a popular meal in Malaysa. An asian man is enjoying his food, eating rice and chicken with fingers. A chef is saying in English that the place is open until late at night and welcomes people to come an test it. The dialog in the background is in Malay.",#derantau #digitalnomad #malaysiadigitalnomad,klfoodie,original sound - klfoodie,7142926872781817858,,"CA-PC, HE-CE",Promotional Content: Video includes sponsored or promotional material. Culinary Experiences: Content focuses on local food and dining experiences. 
2023-11-15,7301578421585464582,6745950799245476865,popdigitalselling,https://www.tiktok.com/@6745950799245476865/video/7301578421585464582,"A Thai woman outlines the various e-commerce methodologies accessible for initiating an online business. She likely discusses the array of platforms available for creating an e-commerce site, strategies for digital marketing, options for product sourcing and fulfillment, and the importance of customer service and engagement in the digital marketplace. This information serves to guide aspiring entrepreneurs through the foundational aspects of launching and managing an online business, emphasizing the diversity of tools and approaches that can be leveraged to achieve success in the e-commerce sector.





",#digirtalnomad #podigitalselling,ป๊อป ป๊อป,เสียงต้นฉบับ - ป๊อป ป๊อป,7263998947763555114,,TA-AC,Accessibility: Video includes features for improved accessibility. 
2023-11-13,7301092316280884486,7246839389472130053,blackbirdpyn,https://www.tiktok.com/@7246839389472130053/video/7301092316280884486,"The video discusses the benefits of coworking spaces, emphasizing how these environments foster collaboration, creativity, and community among professionals. Key advantages highlighted include the provision of a productive workspace that encourages networking opportunities, access to resources and amenities that might not be available in a home office, and the flexibility to suit various working styles and needs. ",#agradecido #conocerlugares #viajedetrabajo #toluca #digitalnomad #nomadadigital,ac,original sound,7035567360031460102,"['AGRADECIDO DE PODER VIAJAR POR TRABAJO Y CONOCER LUGARES COMO:', '✨TOLUCA✨']","CA-PC, HE-SE",Promotional Content: Video includes sponsored or promotional material. Shared Experiences & Bonding: Video depicts social interactions and community. 
2023-11-10,7299840650214657286,7272304374130279430,marcosmaia.info,https://www.tiktok.com/@7272304374130279430/video/7299840650214657286,"A Brazilian vlogger discusses e-commerce and online business strategies, emphasizing the importance of diversifying income sources. He advises against relying solely on one mobile operator for internet connectivity, highlighting the value of multiple options to ensure reliability and efficiency in digital endeavors",#GranaOnline #TrabalhoRemoto #GanharDinheiroNaInternet #NotebookVsCelular #EmpreendedorismoDigital #RendaExtra  #DigitalNomad #TrabalhoOnline #LiberteSeuPotencial #NegócioDigital #OportunidadeOnline #MarketingDigital #HomeOfficeLife #NotebookEssential #SideHustle #DinheiroExtra #LiberdadeFinanceira #CarreiraDigital #OnlineBusiness #HustleHard #GigEconomy #VidaDigital #TrabalharDeQualquerLugar #FuturoDigital #IndependênciaFinanceira #TrabalheEmCasa #SucessoDigital #DinheiroNoBolso #ExploreOOnline #EmpreendaNoDigital,Marcos Maia,som original,7264393247266147077,['POR ONDE COMEÇAR?'],CA-PC,Promotional Content: Video includes sponsored or promotional material. 
2023-11-05,7297939010708688133,6965129344512148482,designeralyl,https://www.tiktok.com/@6965129344512148482/video/7297939010708688133,"A photograph captures a graduating Asian woman, accompanied by a statement underscoring the unmatched value of a degree in technology. She posits that academic metrics such as GPA or one's specific field of study hold minimal significance in todays fast paced professional world.",#joiningthetrend #womenintech #digitalnomad #fyp,𝘿𝙞𝙢𝙚𝙣𝙨𝙞𝙑𝙞𝙗𝙚𝙨🎧,favorite lesson,7265018696001768235,,CA-PC,Promotional Content: Video includes sponsored or promotional material. 
2023-11-04,7297559291437829408,81182626912346112,nicoviajasolo,https://www.tiktok.com/@81182626912346112/video/7297559291437829408,Vlog about guidance on essential applications and resources for prolonged nomadic travel.,#traveltips #trucosdeviaje #viajarbarato #vivirviajando #mochileros #digitalnomad #viajagratis,<3,the world is not in your books and maps,7229752588227758875,,CA-PC,Promotional Content: Video includes sponsored or promotional material. 
2023-11-01,7296462810341575942,6930428823020454913,coffee.and.notions,https://www.tiktok.com/@6930428823020454913/video/7296462810341575942,"Vlog showcasting extra portable screen for a laptop, a suitable for college students and digital nomads who do not want be tied down in the office. ",#portablemonitor #giftideas #collegelife #studygram #homeoffice #gamingmonitor #monitor #dualmonitor #pcsetup #laptopsetup #gamingsetup #wfhlife #workfromanywhere #digitalnomad #studytok,ヘクとパスカル,fish in the pool・花屋敷,7266198210341800750,,CA-PC,Promotional Content: Video includes sponsored or promotional material. 
2023-10-23,7293236173353291038,6765280982964716549,charlie__chang,https://www.tiktok.com/@6765280982964716549/video/7293236173353291038,"An interview is conducted with a young female residing in Bali, who is employed as a front-end engineer. She discusses the accessibility of entering the field through a three-month boot camp, highlighting the feasibility of securing a remote position as a front-end engineer upon completion.

",#digitalnomad #remotework #bali,Charlie Chang,original sound,7269725971543034625,,DR-PSC,Platform-Specific Content: Video tailored for digital nomad audience. 
2023-10-23,7293153201862348037,6924393948643525638,nomadsou,https://www.tiktok.com/@6924393948643525638/video/7293153201862348037,"In a culinary vlog focused on Korea, the presenter poses a genuine inquiry: whether japchae, a traditional Korean dish, is traditionally consumed cold or warm. The vlogger shares a personal experience, noting that although accustomed to eating it warm, trying it cold was a novel experience.",#seoul #korea #southkorea #koreanfood #japchae #livinginkorea #nomad #digitalnomad #nomadsou,julie on the internet,nintendo wii (mii channel) song,7179650193531357957,"['About to eat Japchae at Gwangjang market when suddenly...', '...', 'It was cold 💀', 'Contemplating what to do with it...', ""I don't want to disappoint the old lady selling them 😩""]","CA-PC, SY-RB, HE-CE",Promotional Content: Video includes sponsored or promotional material. Ritualistic Behaviors: Content depicts cultural rituals or traditions. Cultural Experiences: Content showcases local cultural experiences. 
2023-10-19,7291731764043730209,6936580544813777926,wakawakadoctor,https://www.tiktok.com/@6936580544813777926/video/7291731764043730209,"A male vlogger discusses various strategies for relocating to Australia, advocating for Australia over Canada as a destination for permanent immigration. Throughout the video, he focuses on providing insights and advice for those considering Australia as their new home, emphasizing the benefits and procedures associated with achieving permanent residency in the country.",#wakawakadoctor #travelcreator #digitalcreator #travelagent #digitalnomad #studyabroadtips,Wakawaka Doctor,original sound,7247966890844637186,,CA-PC,Promotional Content: Video includes sponsored or promotional material. 
2023-10-19,7291740800981978401,96417540804964352,carla.koenig,https://www.tiktok.com/@96417540804964352/video/7291740800981978401,"A destination video showcases the allure of beach life, surf culture, and various accommodation options, presented through a sequence of changing images. This same video, however, appears reposted by a different author, suggesting the content's shared appeal and potential for broader dissemination among audiences interested in travel and leisure destinations.
",#costarica #santateresa #surftown #digitalnomad #traveltiktok,Yugen,afterlife x jacob and the stone,7270181520936028970,,"CA-PC, HE-CE",Promotional Content: Video includes sponsored or promotional material. Cultural Experiences: Content showcases local cultural experiences. 
2023-10-17,7290900323982494981,7164843574004696091,asyanasyana,https://www.tiktok.com/@7164843574004696091/video/7290900323982494981,"An Indonesian female vlogger, identifying herself as 26 years old, discusses her experiences with solo travel and backpacking. The narration has swiftly changing images showcasing various destinations she has explored and shares insights and reflections on the logistics, joys, and challenges of navigating different locales independently.",#traveltiktok #solotravel #traveling #digitalnomad,🥀ꪑꪗꪑꫀꪶꪮᦔꪗ🥀,original sound - 🎀Mong ji Hyo81🎀,7271053506151844613,,TA-RL,Relatability: Content aims to be relatable or participates in challenges. 
2023-10-17,7290960303662157099,6989348135571178501,letterstoyoublog,https://www.tiktok.com/@6989348135571178501/video/7290960303662157099,"Photolog rapidly alternates between images of destinations and culinary delights in Thailand, providing viewers with a visual summary of what a week's expenses might entail in the country. This overview includes the costs associated with accommodations, local transportation, meals, and attractions, offering a comprehensive glimpse into the budget required for living in Thailand over a seven-day period.",#phuketthailand #howmuchispendinaweek #travelphuket #howmuchispend #howmuchispent #costofliving #phuketthailand #thailandtiktok #blackinthailand #blackinphuket #digitalnomad #traveltiktok #moveabroad #budgettravel,Unreleased Radio,original sound,6941249468143306754,"['How Much I Spent\nin', 'PHUKET, THAILAND']","HE-SA, TA-VA",Sport Activities: Video showcases sports or adventure activities. Visual-aural primacy: Video emphasizes visual or audio elements. 
2023-10-11,7288501957390748974,7237195162452149294,oliviatheaffiliate,https://www.tiktok.com/@7237195162452149294/video/7288501957390748974,"A complimentary introductory guide to e-commerce, focusing on the sale of stickers and affiliate marketing strategies. This resource is designed to equip beginners with the foundational knowledge and tools necessary to navigate the online marketplace, offering insights into product selection, digital marketing techniques, and monetization through affiliate partnerships.",#jobsformoms #digitalnomad #passiveincome #workfromhome #workfromhomejobs #digitalmarketing #sidehustle #etsy,Making Money with Olivia,original sound,7240878373467293697,,,
2023-10-11,7288499325376711982,7283765246379295786,postcardsbyily,https://www.tiktok.com/@7283765246379295786/video/7288499325376711982,"A vlog showcases a rapid sequence of images featuring destinations in Central America, with a focus on picturesque locations by a lake. This visual presentation aims to capture the natural beauty and serene landscapes of the region, highlighting its appeal to travelers and nature enthusiasts seeking to explore Central America's diverse environments and tranquil waterside settings",#tiktoktravel #guatemala #lakeatitlan #solotravel #travelcreator #travelcontentcreator #digitalnomad #,Sped up songs full versions,original sound,7274781722199771910,['pov: you found the most aesthetic cliffside hotel at lake atitlan in guatemala'],TA-VA,Visual-aural primacy: Video emphasizes visual or audio elements. 
2023-10-08,7287555123910282528,7275769162860921889,van.tour,https://www.tiktok.com/@7275769162860921889/video/7287555123910282528,"A vlog presenting a travel van, detailing the comprehensive range of amenities contained within. This showcase likely covers the van's sleeping arrangements, kitchenette, storage solutions, and possibly innovative features like solar power systems or built-in technology for remote work, emphasizing the van's design to support a comfortable and self-sufficient mobile living experience. Through this tour, viewers can gain a thorough understanding of how the van is equipped to meet the needs of those seeking adventure while maintaining the conveniences of home.





",#vantour #vanlife #van #motorhome #digitalnomad,Favorite Movie Songs,Mission Impossible (Main Theme),7251860325203593218,['who wants \nthis one '],"DR-PSC, CA-PC, HE-SA",Platform-Specific Content: Video tailored for digital nomad audience. Promotional Content: Video includes sponsored or promotional material. Sport Activities: Video showcases sports or adventure activities. 
2023-10-08,7287400804535979310,6715872776181679110,emmasusas,https://www.tiktok.com/@6715872776181679110/video/7287400804535979310,"A young girl records herself while indulging in daydreams about future travels, acknowledging the need to save money before embarking on her adventures. This reflection highlights her aspirations and the practical steps she must take to realize them.",#travel #travellifestyle #seetheworld #digitalnomad #travelbucketlist #bucketlist #backpacking #vanlife #nomad,amelia🎀💌🪩,lacy second chorus olivia rodrigo,6860515009819052033,,"DR-IE, CA-PC, HE-SA",Idealization of Experiences: Content presents an idealized version of digital nomad life. Promotional Content: Video includes sponsored or promotional material. Sport Activities: Video showcases sports or adventure activities. 
2023-10-06,7286911646612737322,6672574899397559301,suitelifeoflauren,https://www.tiktok.com/@6672574899397559301/video/7286911646612737322,"A woman records herself consuming Belgian waffles, citing this indulgence as her motivation for embarking on a journey as a solo traveling digital nomad across Europe.",#solofemaletraveler #daytripsfromparis #digitalnomad #digitalnomadeurope #solotravelingeurope #solotravelingwoman #travelinyour20s #brusselsbelgium #belgiumwaffle,rapidsongs,Cannibal by Kesha,7271396103960922922,['when I remember I’m living in Europe and can take a train to another country just to get a waffle '],CA-PC,Promotional Content: Video includes sponsored or promotional material. 
2023-10-05,7286265355465526560,6808330954026419205,_leoncheung,https://www.tiktok.com/@6808330954026419205/video/7286265355465526560,"Vlog showcases a vibrant atmosphere of Brazil, with Rio de Janeiro highlighted as a city of ceaseless joy. Accompanying this description, a rapid display of images showcases the destination, aiming to visually capture the essence of the country's exhilarating energy and the uninterrupted happiness found in Rio.





",#riodejaneiro  #brazil #travel #travelvlog #digitalnomad #fyp #foryoupage #foryou,𝓸𝓼𝓶𝓪𝓷𝓿𝓮𝓵,оригинальный звук,7277308153493048106,['Life in Brazil 🇧🇷 🌴'],TA-VA,Visual-aural primacy: Video emphasizes visual or audio elements. 
2023-10-01,7284962451236474144,6767344719871509510,manonrabotot4,https://www.tiktok.com/@6767344719871509510/video/7284962451236474144,Video log showcasing SUP in the lake and telling there are possibility of customizing one's lifestyle in alignment with individual preferences.,#voyage #roadtrip #digitalnomad #pourtoiiiiiiiiiiiiiiiii #entrepreneurlife,rue 🌟,riptide,7279326727074040609,"[""Si tu mourrais aujourd´hui, ton patron te remplacerai dès demain. Ils te paient pour un travail, pas pour que tu leur délégues ta vie.\nArrête de donner autant d'énergie émotionnelle à ces entreprises\n& VIS ""], ['VIS TA VIE !']",,
2023-10-01,7284784140812160261,6778243335167542277,bridgecrowley,https://www.tiktok.com/@6778243335167542277/video/7284784140812160261,"Female vlogger put on her flip-flops and steps out of her apartment, declaring her intention to fulfill her dream of not working by resigning from her job. This action signifies a deliberate shift towards a lifestyle that diverges from conventional employment, embodying her desire for freedom and autonomy over her time and choices.





",#fyp #followyourdreams #morepassion #digitalnomad #foryou #worklife,Austin Millz,Lovely Day Austin Millz Remix,7225628933474683674,['me on my way to quit my job and pursue my real passion:\nnot having a job'],"DR-IE, LC-PF",Idealization of Experiences: Content presents an idealized version of digital nomad life. Personal & Spatial Freedom: Content emphasizes freedom of digital nomad lifestyle. 
2023-09-29,7284281935646461226,6935626086391579653,passportvisionz_,https://www.tiktok.com/@6935626086391579653/video/7284281935646461226,"The vlog captures an adventure through the city of Chongqing in China, highlighting a visit to a futuristic, multi-story hotel situated amidst the clouds and filming unique accommodation experiences available in Chongqing. The video provides a detailed tour of the hotel's amenities, design features, and panoramic views that encapsulate the city's skyline.",#chongqing #china #douyin_china #duoyin斗音 #duoying #chinatravel #travelchina #explorechina #chinavendor #vendorsinchina #cantonfairchina #passportvisionz #marinabay #marinabaysands #marinabaysandshotel #singapore #shanghaitips #beijing #hongkong #chinanews #digitalnomad,landen,original sound,6924310202087704577,['Chongqing \nChina \nCyberpunk \nThings to do in china \nChina travel \nBlack in China \nChina vs USA \nDigital nomad \nMove to China\nTeach in China '],"CA-TC, CA-PC, HE-SA",Tourism and Commerce: Content promotes travel to specific locations. Promotional Content: Video includes sponsored or promotional material. Sport Activities: Video showcases sports or adventure activities. 
2023-09-28,7283989527453076742,6693494983242286085,viajoytrabajo,https://www.tiktok.com/@6693494983242286085/video/7283989527453076742,"Vlogg about remote work platform Simera characterized by its operational resemblance to Tinder, implying a user interface that allows individuals to swipe through job listings or potential hires in a manner akin to selecting potential dating matches. This feature is designed to streamline the process of finding suitable remote work opportunities or candidates.",#trabajoremoto #ganarendolares #trabajodesdecasa #tipsparatrabajardesdecasa #comosernomadadigital #trabajoremotosinexperiencia #trabajoendolares #digitalnomad #teletrabajo #trabajovirtual #asistentevirtual #virtualassistant,Lau. | digital nomad👩🏼‍💻✈️,original sound,7281383962757286662,['🚨 Alerta \nNueva plataforma para trabajar remoto y ganar en dolares 🚨'],DR-PSC,Platform-Specific Content: Video tailored for digital nomad audience. 
2023-09-28,7284014762722168069,7014172072554333189,gentrificacionentuidioma,https://www.tiktok.com/@7014172072554333189/video/7284014762722168069,"A video showcases the issues associated with gentrification, highlighting the increased cost of living, elevated consumption rates, and the difficulties encountered by lower-income local residents. The vlogger interviews several American tourists and juckoppose these to interview with local people who feel themselves oushed out of their homes.",#gentrification #gentrificacion #costarica #nomadasdigitales #digitalnomad #expats #turismo,gentrificaciónentuidioma,sonido original,7281413371671563054,"['El lado oscuro del paraíso turístico en Costa Rica', 'La llegada de turistas extranjeros y nómadas digitales han desplazado a miles de ticos', 'Minidocumental 🎥']",,
2023-09-21,7281413353795341611,6754478220853658629,ginnythenomad,https://www.tiktok.com/@6754478220853658629/video/7281413353795341611,"An Asian girl records herself wearing clothes that are ill-fitting and recommends visiting a local tailor at an affordable destination to alter them for a perfect fit. She suggests that well-fitted clothing is a hallmark of affluence, implying that personalizing one's wardrobe through tailoring can elevate one's appearance and confidence, mirroring the practices of those who prioritize impeccably fitting garments.",#travel #digitalnomad #traveltiktok #travellife #medellin #colombia #fashionhacks,ginny 🌞 slow travel,original sound,6817657571248179201,['Why you should only bring clothes that DO NOT fit you on your next trip'],"DR-IE, CA-TC",Idealization of Experiences: Content presents an idealized version of digital nomad life. Tourism and Commerce: Content promotes travel to specific locations. 
2023-09-21,7281164332619009322,6820817690493338630,psy_diaries,https://www.tiktok.com/@6820817690493338630/video/7281164332619009322,"A video blog features a man who has recently relocated to Italy, where he extols the virtues of the Italian language, noting its vibrant tones and distinct pronunciation. He further lauds Italian cuisine for its richness and the widespread generosity encountered among the Italian people. This narrative offers a personal insight into the cultural and culinary delights of Italy, as experienced by someone embracing life in a new country.",#mushrooms #conciousness #exploration #MentalHealth #italy #travel #digitalnomad,Post Malone,Circles - Instrumental,7283989562933054214,,"CA-PC, HE-CE",Promotional Content: Video includes sponsored or promotional material. Culinary Experiences: Content focuses on local food and dining experiences. 
2023-09-21,7281272085064944942,7262195620114138154,domadoesit,https://www.tiktok.com/@7262195620114138154/video/7281272085064944942,"The video showcases the Muslim tradition of broadcasting prayers at 6 am, providing viewers with insight into the cultural and religious practices associated with Islamic prayer times. This depiction captures the spiritual ambiance of the early morning, as the call to prayer resonates across the community, inviting Muslims to engage in their daily devotions.",#malaysia #travel #solotravel #digitalnomad #funny #prayer,Doma M,original sound,7284014853235460870,"['This is Malaysia at 6am', 'Such a beautiful country though ']","CA-PC, SY-RB, ET-SG, HE-SE, HE-CE",Promotional Content: Video includes sponsored or promotional material. Ritualistic Behaviors: Content depicts cultural rituals or traditions. Spiritual Growth: Content explores spiritual or philosophical themes. Shared Experiences & Bonding: Video depicts social interactions and community. Cultural Experiences: Content showcases local cultural experiences. 
2023-09-16,7279326684845772064,7061989518903280646,fannasimo,https://www.tiktok.com/@7061989518903280646/video/7279326684845772064,"A female vlogger conducts a tour of her van, demonstrating its adaptation for a mobile lifestyle. Her presentation focuses on the van's design and features that facilitate nomadic living, illustrating how the space has been optimized for both travel and habitation, emphasizing efficiency and practicality in mobile living arrangements.",#vanlife #vanlifehungary #digitalnomad #digitalnomadlife #digitalnomadgirl #van #vanlifetravel #travel #hungary #magyartiktok ,Fanna,original sound,7140079912135740206,,CA-PC,Promotional Content: Video includes sponsored or promotional material. 
2023-09-15,7279004811507272992,7275072238129939488,brownandbankrupt,https://www.tiktok.com/@7275072238129939488/video/7279004811507272992,"A survey of Bradford residents reveals a generational divide in perceptions of the city. Older white residents tend to overlook or deny the existence of any significant issues, suggesting a contentment or acceptance of the status quo within their community. In contrast, the younger demographic expresses concerns about safety, indicating a feeling of unease or insecurity. 





",#bradford #england #travelvlog #unitedkingdom #digitalnomad,Josh,original sound,7285477904027257646,,"CA-PC, HE-SE",Promotional Content: Video includes sponsored or promotional material. Shared Experiences & Bonding: Video depicts social interactions and community. 
2023-09-14,7278658174872259886,6906208597803598854,livedifferently_coaching,https://www.tiktok.com/@6906208597803598854/video/7278658174872259886,"A male vlogger in an RV shares that persuading his spouse of his competence, rather than being perceived as an idiot, stands as his paramount accomplishment as a husband.",#rvliving #rvfulltime #rvfulltimeliving #rvlifewithkids #rvlivingwithkids #travelmore #travelblogger #digitalnomad #happinessisachoice #travelusa #travelmexico #travelbaja,PARTYNEXTDOOR,Her Way (Sped Up),7263788553225358126,,CA-PC,Promotional Content: Video includes sponsored or promotional material. 
